jobID,jobTitle,jobDescription,jobLocation,educationLevel,requiredSkills,experience,salary,workMode,numberofpositions,companyName,companyAssets,noOfEmployees,companyCeo,companySector
762,Web Developers - Freshers,"Maintain understanding of current web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups.Install and configure hypertext transfer protocol (HTTP) servers. Salary: Competitive salary based on merit and market standards Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Web Technologies Javascript HTML Core Java PHP Developers Programmers Desired Candidate Profile Respond to user email inquiries, or set up automated systems to send responses.Back up files from web sites to local directories for instant recovery in case of problems.Register web sites with search engines to increase web site traffic. Company Profile: Take Wings http://takewing.co.in Greetings from takewing.co.in Takewing is a free career advisory firm, our mission is to create direct employment through our clients and provide information to facilitate the prospective jobseeker takewing in his career.(takewing.co.in) Download PPT Photo 1   View Contact Details","Cincinnati, OH",Bachelors,"Data Simulation, Data Mining, Data Blending, Data Monitoring, Data Encryption, Statistical Analysis, Data Lakes, Web Scraping, Data Preprocessing, Data Governance Frameworks (e.g., GDPR, CCPA), Data Pipelining, Data Schema Design, Data Storage (e.g., HDFS), Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Migration Strategies, Time Series Analysis, Data Normalization, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Versioning, Big Data Technologies, Data Exploration, Text Analysis, Data Flow Diagrams, Data Cleaning Techniques, Distributed Computing, Data Cleaning Tools (e.g., OpenRefine), Data Modeling, Data Masking, Data Clustering, Deep Learning, Data Architecture, Data Query Languages (e.g., HiveQL, PigLatin), Data Integration, Data Streaming, Data Ethics Compliance, Predictive Analytics, Data Transformation, Data Recovery, Machine Learning, Stream Processing, Data Backup Solutions, Data Denormalization, Data Migration, Data Archiving, Spark, Natural Language Processing (NLP), SQL, Data Engineering, Data Classification, Data Resilience, Data Profiling Tools, Data Validation, Data Querying, Data Annotation, Data Ethics, Data Labeling",1,,Hybrid,20,Colony NorthStar,"$24,786",544,Richard B. Saltzman,Financials
763,"Sales Engineer - Industrial / Water Treatment / Chemicals, Bangalore","We are into industrial products/water treatment plant/ chemicals and clean room fumigation chemical and dry fog systems. We cater to south India. We are hiring for Sales Engineer from Industrial/ Water Treatment/ Chemicals background with 1+ yrs. of experience. Jobs and Responsibilities: Promoting and responsible for sales, in the assigned region, with the defined product list segment such as sales of water system, chemicals and clean room fumigation system  Expedites daily reports on a daily basis Handling and resolving customer complaints Ensuring customer satisfaction Meeting the defined customer from the customer base Provide customers with product information Recovery of the receivables  Generate inquiries and sales leads through various channels including leveraging existing contacts and actively participating on various networking sites Identifying, developing and managing business opportunities in the domestic market Monitor market Intelligence within the industry in terms of market development Salary: Negotiable Industry: Industrial Products / Heavy Machinery Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Water Treatment Plant sales engineer industrial sales marketing executive business development executive Industrial products Chemicals water system fumigation system b2b sales Institutional Sales Direct Marketing dry fog systems Desired Candidate Profile Desired Skills:Should have min 1 year of experience into Sales and Marketing from Industrial products/ Water treatment plant/ Chemicals IndustryMale candidates would be preferred Excellent Communication Skills, persuasive, smartExcellent inter-personal skills and ability to present solutions to the client needs.Decent communication skillAbility to meet and exceed individual sales targets on a consistent basis.Willing to travel in the allotted region Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Sankalp Enterprises Making a better, safer and environment friendly systems !! Sankalp Enterprises was established in Bangalore by a Techno Craft turned entrepreneurs B.S.Shankar as a trading organization dealing with water and waste water system , services ,Refurbishing and revamping of your existing systems for generation of requisite water quality, quantity and reducing operational cost. Our Mission To provide ""integrated water solution"" to our client with best quality of product & services at reasonable price. Download PPT Photo 1   View Contact Details","Detroit, MI",Masters,"Data Quality Assurance, Data Encryption, Data Reduction Techniques, Data Storytelling, R, Data Recovery, Data Dictionary Management, Data Simulation, Data Validation Testing, Data Analysis Frameworks (e.g., Pandas, NumPy), Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Privacy, SQL, Data Science, Data Mining, Data Cleaning, Predictive Analytics, Data Storage (e.g., HDFS), Data Analysis, Deep Learning, Data Transformation, Data Integration, Data Blending, Data Governance, Data Classification",4,,Remote,,ArcBest,"$1,366","13,000",Judy R. McReynolds,Transportation
764,Vendor Selection,"We have a Urgent Job Opening for Vendor Selection with One of the Leading MNC Company in Bangalore. Total Years of Experience- 7-10 Years Relevant Experience 6+ Years Job Location Bangalore. Notice Period Immediate to 30 Days Mandatory Skills: Should have hands on experience in Java and should have evaluated Java based Products. Need to help in evaluation and selection of vendors in the area of cognitive computing, Face recognition, Video sentiment analytics and voice translation Hands-on experience in doing quick POC, customer/vendor handling experience. Candidate should involve in 15% of Team Management and 85% Coding. Candidates from Telecommunication, Android, CNP background are Preferable. ROLES AND RESPONSIBILITIES 1 Should be able to understand Product life cycle,frame works , Architecture and Design. 2 Should be able to understand CODES for each module in frame work 3 Should be able to evaluate identical open source frame work 4 Good at analytical thought process 5 Should be able to evaluate Requirements with available frame work 6 Should have capability to modifiy or change source code to our needs Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Android Java Open Source Team Management Architectural Design Vendor Selection Life Cycle Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: SMACera Technologies Consulting and Services Pvt L SMACera Technologies Consulting and Services Pvt Ltd is based in Bangalore, India with focus on Consulting, IT Professional Services, and Training. It has been incubated by industry veterans and supported by experienced professionals who have worked with CxO's of Global Fortune 100 Corporations having deep industry experience in creating, selling and delivery of solutions across various vertical domains such as Manufacturing, Retail & Consumer, Health Care & Life Science, High Tech, and Banking Finance Securities & Insurance (BFSI). We have established key anchor customers and marquee relationships with Tier-1 and Tier-2 companies in a number of vertical domains. We specialize in the emerging SMAC stack technology areas of Social Media - Mobility - Analytics - Cloud. We are a majority women-owned business with offices in US, UK, and India. Download PPT Photo 1   View Contact Details","St. Louis, MO",Bachelors,"Python, Data Backup Solutions, Distributed Computing, Data Annotation, Data Pipelining, Data Blending, Data Storytelling, Data Imputation, Data Dictionary Management, Data Pipelines, Machine Learning, Predictive Analytics, Data Cleaning Techniques, Data Modeling, Data Lakes, Data Resampling, Data Wrangling, Data Clustering, Data Simulation, Data Migration Strategies, Hadoop, Data Versioning, Data Partitioning, Deep Learning, Data Engineering, Data Denormalization, Data Migration, Data Replication, Data Storage (e.g., HDFS), Data Preprocessing, Data Labeling, Data Privacy Regulations, A/B Testing, Data Visualization, Data Governance, Data Profiling Tools, Data Cataloging, Business Intelligence, Data Aggregation",2,,Hybrid,,Presidio,"$2,651","2,700",Robert Cagnazzi,Technology
765,Contract Manager/ Head for Highways & Roadways,"Hiring for leading construction Industry Qualification: B.E.(Civil), Post Graduate Diploma from NICMAR will be preferred. Contracts Head/Manager : Karnataka/ Delhi/ Jharkhand/Punjab) Exp: 5-7 years revelant experience in contracts for NHAI Highway Projects(2 Lane/ 4Lane). Must be conversant with FIDIC and EPC Contracts. Should be from a Road / Highways construction background. Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Other Role:Other Keyskills Contract Management contracts Roadways Highways Nicmar FIDIC EPC Contracts Desired Candidate Profile Must be conversant with FIDIC and EPC Contracts. Should be from a Road / Highways construction background. Education- UG: B.Tech/B.E. - Any Specialization, Civil PG:M.Tech - Any Specialization, Civil Doctorate:Doctorate Not Required Company Profile: ZCS Consulting Limited Leading construction company We provide High impact solutions to enhance your organizational & HR effectiveness to enable maximize people outcome and business results. One of our unique offerings are enabling our clients build a High Performance Work Culture. Download PPT Photo 1   View Contact Details","Atlanta, GA",Bachelors,"Data Engineering, Data Architecture, Data Streaming, Data Migration Strategies, Text Analysis, Data Quality Assurance, Statistical Analysis, Business Intelligence, Cloud Computing (e.g., AWS, Azure, GCP), Data Visualization Tools (e.g., Tableau, Power BI), Data Versioning, Data Integration, Data Validation, Data Clustering, Data Security, Data Resampling, Data Monitoring, Data Normalization, Data Replication, Data Cleaning Techniques, Data Warehousing, Data Lineage, Data Cleaning Tools (e.g., OpenRefine), Data Governance Policies, Data Preprocessing, Data Governance Frameworks (e.g., GDPR, CCPA), Data Shuffling, Spark, Hadoop, Data Warehousing Solutions (e.g., Teradata, Snowflake), Predictive Analytics, Data Analysis, Data Transformation Languages (e.g., SQL, Python, Scala), Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Compression, Data Transformation, Stream Processing, Web Scraping, Data Pipelining",2,,Remote,5,TRI Pointe Group,"$3,805","1,251",Douglas F. Bauer,Engineering &  Construction
766,"Marketing - Executive - Jobs, Bangalore / Bengaluru","Understand the Product & Communicate its Benefits. To the Customer Effectively by Meeting them at Commercial Places, Shops, Etc. Show a Presentation on Product Features & its Benefits. Convince Clients to buy The Product using Persuasive Technique. Salary: Not Disclosed by Recruiter Industry: Industrial Products / Heavy Machinery Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Marketing Research Role:Marketing Research Executive/Manager Keyskills Marketing Executive Sales Marketing Product Commercial Places Presentation Product Features Persuasive Technique Marketing Routes Record Sales Plan Schedule & Future Products Desired Candidate Profile 5. Circle back & Check on the Customers who are in the Position to buy the Product. 6. Document Daily Sales & Aim At Exceeding it regularly. 7. Plan & Schedule the Marketing Routes. 8. Record Sales of The Clients For Future Products. Education- UG: Any Graduate - Any Specialization Company Profile: HiTech Placements . HITECH has grown fastest as Reliable & Quality Service Provider having its main focus to offer high quality expertise to both Clients & Candidates.......... Website: .......www.hitechmanpower.com Email: .......cv@hitechmanpower.com . Download PPT Photo 1   View Contact Details","Seattle, WA",Masters,"NoSQL, Data Query Languages (e.g., HiveQL, PigLatin), Data Normalization, Data Governance, Data Recovery, Hadoop, Data Denormalization, MapReduce, Data Governance Frameworks (e.g., GDPR, CCPA), Data Validation Testing, Data Pipelines, Data Dictionary Management, Distributed Computing, Data Compression, Data Engineering, Data Imputation, A/B Testing, Data Transformation Languages (e.g., SQL, Python, Scala), Data Querying, Data Resilience, Data Storytelling, Spark, ETL (Extract, Transform, Load), Python, Data Versioning, Data Migration, Data Privacy, Data Cataloging, Data Science, Data Synchronization, Cloud Computing (e.g., AWS, Azure, GCP), Data Encryption, Data Profiling, Stream Processing, Data Augmentation, Data Monitoring, Data Architecture, Data Quality Assurance, Data Resampling, Data Reduction Techniques, Data Archiving, Data Mining, Statistical Analysis, Data Storage (e.g., HDFS), Natural Language Processing (NLP), Data Cleaning Techniques, Data Modeling, Data Annotation, Data Partitioning, Data Integration, Data Analysis, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Classification, Deep Learning, Data Ethics, Data Flow Diagrams, Data Clustering, Predictive Analytics, Data Visualization, Data Security, Data Cleaning, Dimensionality Reduction, Data Cleaning Tools (e.g., OpenRefine), Data Backup Solutions, Data Pipelining, Data Simulation, Data Lakes, Data Schema Design",3,,In-person,,Annaly Capital Management,"$101,760",152,Kevin G. Keyes,Financials
767,"Wealth Planning Officer (wpo) - Hyderabad, Banglore, & Chennai","Greetings!!! We have urgent requirement for Wealth Planning Officer (WPO)-Hyderabad, Bangalore & Chennai Designation: Wealth Planning Officer - Direct Sales Force Location: Hyderabad, Chennai & Bangalore CTC: Upto 2.5 Lacs/PA  + Reimbursements + Incentives Requirements:  Candidates should have experience in sales for at least 6 months or freshers with good communication skills, ready to make their career in Insurance sales & must be presentable. Job Description, Sales: Ba1. Acquire New Customer through following: Natural market, References, Up- sell & Cross Sell the Orphan Base of Customers allocated. 2. Leads support will be provided. 3. Ensuring timely issuance of policies by resolving pending etc. Relationship Management: 1. Render service to all allocated customers 2. Adhere to the customer touch-point engagement in order to service his portfolio of customers. 3. Maintaining the desired persistency ratio. Customer orientation & reporting: 1. Follow up on their database / leads provided by Lead Management System (Orphan/ New Prospects). 2. Update the LMS (Lead management System) on a daily basis. 3. Adhering to the Training Roadmap. 4. Providing timely reports to the Supervisor / Area manager as per the requirement. Interested candidates can send their CV's phanikumar.s@starpowerz.com and also contact us on 9154404150 Salary:INR 1,50,000 - 2,25,000 P.A Industry: Insurance Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Direct Sales Insurance Sales Relationship Management Area Management Cross Selling Lead Management Communication Skills lead generation Desired Candidate Profile Please refer to the Job description above Company Profile: STARPOWERZ Human Resources Private Limited *** Download PPT Photo 1   View Contact Details","Memphis, TN",Bachelors,"NoSQL, Spark, Data Replication, Data Transformation, Data Pipelines, Distributed Computing, Data Simulation, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Lineage, Stream Processing, Data Profiling Tools, Data Migration Strategies, Data Versioning, Data Cataloging, Data Compression, Data Analysis Frameworks (e.g., Pandas, NumPy), Dimensionality Reduction, Data Query Languages (e.g., HiveQL, PigLatin), Apache Kafka, Data Engineering, Data Reduction Techniques, Data Streaming, Predictive Analytics, Data Architecture, Data Shuffling, Data Analysis, Data Exploration, Hadoop, Data Mining, Data Denormalization, Web Scraping, Data Validation, Text Analysis, A/B Testing, Data Ethics Compliance, Time Series Analysis, Data Privacy Regulations",2,,In-person,100,G-III Apparel Group,"$1,915","9,961",Morris Goldfarb,Apparel
768,Hiring for Risk Analyst / Client Servicing in Amazon. Call 9986200049,"*CANDIDATES PLEASE NOTE : CALLS HAVE TO BE MADE TO OUR DESIGNATED RECRUITMENT CONSULTANTS MENTIONED BELOW TO BOOK AN INTERVIEW SLOT IN OUR OFFICE. ANY REFERENCES WOULD BE HIGHLY APPRECIATED. DIRECT WALK-INS TO COMPANY LOCATION NOT ALLOWED / ONLINE SUBMISSION OF APPLICATION NOT ALLOWED. Merin = +91 9986200049* Mithun = +91 9916421199* Richa = +91 9916372288* Anjali = +91 9916455088* Pushpa = +91 9916196088* Sanam = +91 9986209609* Mehek = +91 9986177339* Meghana = +91 9620147666* Openings available: Process Name : HR Specialist / Seller Support Associate (Client servicing) / Transaction Risk Management Services (TRMS) / Risk Analyst Work Location : Bangalore Salary Package : 2.75 lakh - 4.5 lakh Cab Service : Both ways provided Rounds of Interviews : HR round / Aptitude Test / Versant Test / Manager round Graduate Qualifications : Any Graduates Post-Graduate Qualifications : MBA/M.Sc/MA Experience Needed : Candidates who are Fresher's / Recent graduates can apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / KPO / ITES or any other relevant domain can apply. Process Name : Financial Analyst / Business Analyst / Tax Analyst / Audit & Assurance Work Location : Bangalore Salary Package : 3 lakh - 3.5 lakh (Freshers) / 3.5 Lakh - 7 Lakh (Experienced). Rounds of Interviews : Group Discussion / Aptitude Test / HR Round / Manager Round Graduate Qualifications : Commerce Graduates Post-Graduate Qualifications : Commerce Post-Graduates Experience Needed : Candidates who are Fresher's / Recent graduates can apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / P2P / R2R / O2C / Taxation / Auditing or any other relevant domain can apply. Process Name : Technical Support / IT Helpdesk Work Location : Bangalore Salary Package : 3 lakh (Freshers) / 3 Lakh - 6 Lakh (Experienced) Cab Services : Provided both the ways. Rounds of Interviews : HR Round / Voice & Accent Round / Manager Round (Technical round) Graduate Qualifications : Any Graduates Post-Graduate Qualifications : Any Post Graduates Experienced Candidates : Candidates who are Fresher's / Recent graduates or Relevant Experience can apply. Experience in International BPO / Technical Support / IT Helpdesk / ITES or any other relevant domain can also apply. Process Name : Customer Service / Customer Support / Customer Care / KYC Analyst / Mortgage Process Work Location : Bangalore Salary Package : 3 lakh (Freshers) - 12 lakh (Experienced) Cab Service : Both ways provided Rounds of Interviews : HR round / Voice & Accent / Manager Round Graduate Qualifications : Any Graduates Post-Graduate Qualifications : Any Post-Graduates Experience Needed : Candidates who are Fresher's / Recent Graduates / Candidates with backlogs or relevant Experience can also apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / KPO / ITES or any other relevant domain can apply. Process Name : International Non-Voice / Semi-Voice / Voice Profiles Work Location : Bangalore Salary Package : 2 lakh - 12 lakh Cab Service : Both ways provided Rounds of Interviews : HR round / Versant / Manager Round Graduate Qualifications : Any Graduates Post-Graduate Qualifications : Any Post-Graduates Experience Needed : Candidates who are Fresher's / Recent Graduates can apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / KPO / ITES or any other relevant domain can apply. *CANDIDATES PLEASE NOTE : CALLS HAVE TO BE MADE TO OUR DESIGNATED RECRUITMENT CONSULTANTS MENTIONED ABOVE TO BOOK AN INTERVIEW SLOT IN OUR OFFICE. ANY REFERENCES WOULD BE HIGHLY APPRECIATED. DIRECT WALK-INS TO COMPANY LOCATION NOT ALLOWED / ONLINE APPLICATION NOT ALLOWED. Desired Candidate Profile * Candidates who are Freshers/Recent graduates/Candidates with backlogs or relevant experience can apply *Possess good analytical skills - detail oriented *Possess good communication skills, both oral and written *Be familiar with Microsoft applications and working knowledge of MS excel *Have a good attitude - should be committed to the work Salary:INR 2,00,000 - 4,25,000 P.A. Salary hikes / incentives given based on performance. Night shift allowances / Over-time allowances / Medical benefits / Food coupons also provided. Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Client Servicing Client Management Client Support Risk Analyst Risk Analysis Risk Management Fresher E - Commerce Amazon TRMS Client Relationship Vendor management Vendor Support Vendor Servicing BPO Seller Support Client Service Desired Candidate Profile *Candidates who are Freshers/Recent Graduates/Candidates with Backlogs or relevant experience can apply* Possess good analytical skills - detail oriented* Possess good communication skills, both oral and written* Be familiar with Microsoft applications and working knowledge of MS Office* Have a good attitude - should be committed to the work. Company Profile: Rivera Manpower Top MNC Companies in E-commerce / ITES / KPO / RPO / BPO & BIg 4 Accounting Firm RIVERA MANPOWER Incorporated in 2011 has been the Recruitment and Staffing industry""s leader and innovator. The company has evolved as a premier provider of manpower for some of the top fortune 500 companies. Ranked in the Top 10 consultancies in Bangalore. Download PPT Photo 1   View Contact Details","Denver, CO",Bachelors,"Data Engineering, R, Predictive Analytics, Data Modeling, Data Cleaning, Data Profiling Tools, Data Privacy, Data Recovery, Data Integration, Data Quality Assurance, ETL (Extract, Transform, Load), Data Ethics, Data Streaming, Data Storage (e.g., HDFS), Data Mining, Data Schema Design, Data Pipelines, Data Normalization, Data Query Languages (e.g., HiveQL, PigLatin), Data Analysis Frameworks (e.g., Pandas, NumPy), Data Synchronization, Data Augmentation, Data Blending, Data Lineage, Data Security, Spark, Data Migration Strategies, Data Replication, Data Governance Frameworks (e.g., HIPAA, SOX), Statistical Analysis, Data Visualization, Data Exploration, Data Aggregation, Apache Kafka, Cloud Computing (e.g., AWS, Azure, GCP), Data Governance Frameworks (e.g., GDPR, CCPA), Data Warehousing, Data Migration, Data Reduction Techniques, Data Ethics Compliance, Data Resampling, Data Archiving, Data Governance Policies, Data Flow Diagrams, Data Classification, Deep Learning, Text Analysis, Stream Processing, Data Dictionary Management, Data Privacy Regulations, Data Encryption, Data Versioning, Data Monitoring, Data Simulation, Machine Learning, Data Shuffling, Data Cleaning Techniques, Distributed Computing, Data Preprocessing, Data Science, Data Architecture, Business Intelligence, Data Imputation, Data Labeling, Data Annotation, Data Querying, Data Cataloging, Data Partitioning, Data Denormalization",4,,Remote,100,AMC Networks,"$5,033","2,039",Joshua W. Sapan,Media
769,Opening For Photographer Faculty - Pune,"Training and sharing knowledge to undergraduate students of photography.Participation in course syllabus design and development.Mentoring students & student management.Performing any other duties as assigned. Salary:INR 3,00,000 - 8,00,000 P.A Industry: Education / Teaching / Training Functional Area: TV , Films , Production , Broadcasting Role Category:Production/Technical Role:Photographer Keyskills fashion photographer industrial photographer commercial photographer photographer assistant photographer Desired Candidate Profile Candidate should be graduate with Photography aesthetics and technical knowledge,Working Knowledge of all Digital cameras, post production software's, Lightroom, Photoshop ,Good communicator (both oral and written) in English. Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Talent Corner HR Services Pvt Ltd Client of Talentcorner HR Services Pvt Ltd Company is a full fledge media school based in Pune, founded in 2008 in fields of Digital Film making,Animation,Game Design, VisualEffects,Sound Design, Broadcast Media & has awarded by the Government of Maharashtra for the Media & Entertainment Download PPT Photo 1   View Contact Details","Chicago, IL",PHD,"Data Security, Data Normalization, Data Validation Testing, Big Data Technologies, Data Imputation, Text Analysis, Data Querying, Data Partitioning, Deep Learning, Time Series Analysis, Data Mining, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Distributed Computing, Data Integration, Data Lineage, Hadoop, Data Replication, Web Scraping, Data Visualization Tools (e.g., Tableau, Power BI), Data Compression, Data Blending, Spark, Apache Kafka, Data Synchronization, Python, Data Encryption, Data Backup Solutions, Data Simulation, Data Warehousing, Data Architecture, Data Profiling Tools, Data Pipelines, Data Shuffling, Business Intelligence, Data Science, Data Schema Design, Data Validation, Data Visualization, Data Masking, Data Resilience, Stream Processing, Data Governance, A/B Testing, Data Aggregation, Data Streaming, Data Archiving, Data Governance Policies, ETL (Extract, Transform, Load), Data Privacy, Data Migration Strategies, Data Cataloging, Data Storage (e.g., HDFS), Data Denormalization, Data Engineering, Data Pipelining, Statistical Analysis, Data Monitoring, Data Versioning, Dimensionality Reduction, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Wrangling, Data Ethics Compliance, Data Preprocessing, Data Query Languages (e.g., HiveQL, PigLatin), Data Labeling, Data Reduction Techniques, Data Analysis, Data Governance Frameworks (e.g., HIPAA, SOX), Data Flow Diagrams, Data Recovery",3,,In-person,2,Enable Midstream Partners,"$11,593","1,630",Rodney J. Sailor,Energy
770,Top MNC Hiring for Sales Leader,"Dear Candidate, Good day!!!! We have immediate opening for Sales Leader in a leading multinational company. Locations: Ahmadabad / Delhi / Bangalore / Chennai Education: BE / Diploma in Mechanical / Electrical / Electronics Salary: INR 7 to 12 lakhs. Experience: 8-10 years in senior sales responsibility Exposure: Should have handled independently in the region with sales turnover of at least 5 crores. Industrial Products Knowledge: Gearboxes, VFD drives, Bearings, couplings, Electric motors Job We are looking for a high-performing Sales Leader to help us meet our customer acquisition and revenue growth targets by keeping our company competitive and innovative. Person will be responsible for maximizing our sales team potential, crafting sales plans and justifying those plans to the upper management. Responsibilities Achieve sales growth and targets by successfully leading and executing sales strategies with enthusiasm from the front. Design and implement a strategic business plan that expands companys customer base and ensure its strong presence. Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs. Identify emerging markets and market shifts while being fully aware of new products and competition status. Requirements Proven Customer relationships via real value addition to their businesses by providing excellent technical advice and with infectious enthusiasm to provide excellent service. Successful previous experience as a sales engineer or sales manager, consistently meeting or exceeding targets through winning new Customers and while retaining and growing existing Customers. Committed to continuous education through workshops, seminars and conferences. Demonstrated ability to communicate, present and influence credibly and effectively at all levels of the organization and ability to perform in a Team environment with good people skills. Proven ability to drive the sales process from plan to close with strong business sense and industry expertise. looking out for the candidate into Gearbox and motors background initially. this is the position for Permanent job.  Interested candidate please send profile to chitra.k@manpower.co.in and will call you immediately for further interview process. Thanks & regards Chitra. k HR consultant. Salary:INR 7,00,000 - 12,00,000 P.A Industry: Industrial Products / Heavy Machinery Functional Area: Sales , Retail , Business Development Role Category:Corporate Sales Role:Branch Manager/Regional Manager Keyskills Sales Engineering Industrial Products HR Consulting Customer Acquisition Business Planning People Skills Electrical Motors Desired Candidate Profile Please refer to the Job description above Company Profile: ManpowerGroup Services India Private Limited MNC US based multinational company Download PPT Photo 1   View Contact Details","Phoenix, AZ",Bachelors,"Data Modeling, Data Compression, Big Data Technologies, Data Ethics Compliance, Data Resampling, Business Intelligence, Data Storytelling, Data Blending, Data Reduction Techniques, Data Profiling Tools, Data Cleaning, Data Normalization, Data Dictionary Management, Data Validation, Web Scraping, Data Integration, Data Privacy, Data Schema Design, Data Cleaning Tools (e.g., OpenRefine), Data Transformation, Data Exploration, Data Partitioning, Spark, Deep Learning, Data Backup Solutions, Data Visualization Tools (e.g., Tableau, Power BI), Data Shuffling, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Resilience, Data Governance Frameworks (e.g., HIPAA, SOX), Data Monitoring, Data Transformation Languages (e.g., SQL, Python, Scala), Data Governance Policies, Data Ethics, Data Analysis, Data Synchronization, Data Validation Testing, Data Visualization, Data Aggregation, Python, Data Warehousing, Data Migration Strategies, Data Imputation, Data Versioning, R, Data Streaming, Data Quality Assurance, Statistical Analysis, Data Pipelining, Data Science, Distributed Computing, Data Lineage, Data Preprocessing, Data Mining, Data Query Languages (e.g., HiveQL, PigLatin), Data Cleaning Techniques, Apache Kafka, Hadoop, Data Pipelines, Data Governance Frameworks (e.g., GDPR, CCPA), Data Analysis Frameworks (e.g., Pandas, NumPy), Time Series Analysis, Data Lakes, SQL, A/B Testing, Data Masking, Data Architecture, Data Labeling",2,,Hybrid,3,Ciena,"$3,952","5,737",Gary B. Smith,Technology
771,HR Consultant/hr Generalist,"Responsibilities: Should have experience as HR Generalist and exposed to areas of HR activities such as induction, training, probation or separation. Assist in all HR operational activities. Able to exhibit high level of confidentiality. Employment type: This position is on contract for initial 6 months. Based on performance, the employment status would be later decided. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:HR Executive Keyskills HR Generalist Activities Induction Separation HR Consulting Training Desired Candidate Profile Responsibilities:Should have experience as HR Generalist and exposed to areas of HR activities such as induction, training, probation or separation.Assist in all HR operational activities.Able to exhibit high level of confidentiality.Employment type: This position is on contract for initial 6 months. Based on performance, the employment status would be later decided. Company Profile: Confidential Confidential Download PPT Photo 1   View Contact Details","Charlotte, NC",Bachelors,"Data Partitioning, Data Validation Testing, Data Security, Data Simulation, Data Analysis Frameworks (e.g., Pandas, NumPy), Stream Processing, Data Profiling, Data Warehousing, Distributed Computing, Data Dictionary Management, Statistical Analysis, Data Visualization Tools (e.g., Tableau, Power BI), Data Augmentation, Data Masking, Data Annotation, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Dimensionality Reduction, Predictive Analytics, Data Shuffling, Data Governance Policies, Data Privacy Regulations, Data Governance Frameworks (e.g., GDPR, CCPA), Data Lineage, Data Validation, Data Wrangling, Data Architecture, Data Pipelining, Data Imputation, Data Migration Strategies, Data Replication, Deep Learning, NoSQL, Data Ethics Compliance, Data Exploration, Business Intelligence, Data Governance Frameworks (e.g., HIPAA, SOX), Data Query Languages (e.g., HiveQL, PigLatin), Data Labeling, Data Querying, Data Visualization, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Storage (e.g., HDFS), Data Lakes, MapReduce, Natural Language Processing (NLP), Data Analysis, Spark, Web Scraping, Data Profiling Tools, Data Governance, Data Integration, Data Synchronization, Cloud Computing (e.g., AWS, Azure, GCP), ETL (Extract, Transform, Load), Data Reduction Techniques, Data Archiving, Data Cleaning Techniques, Data Denormalization, R, Data Recovery, Data Ethics, Text Analysis, Data Transformation, Data Backup Solutions, Data Blending, Data Migration, Machine Learning, Data Mining, Data Clustering, Data Privacy, Time Series Analysis, Data Pipelines, Data Cleaning Tools (e.g., OpenRefine), Data Versioning, Big Data Technologies, Hadoop, Data Science, Data Preprocessing",2,,In-person,,DSW,"$1,414","12,000",Roger L. Rawlins,Retailing
